Year,Player,Age,G,MP,PER,TS%,WS,VORP,FG%,FT%,TRB,AST,STL,BLK,PTS,PPG,RPG,APG,SPG,BPG,MVP
2005,Wang Zhizhi,27,20,92,16.3,0.521,0.2,0,0.47200000000000003,0.583,18,5,3,2,43,2.15,0.9,0.25,0.15,0.1,0
2006,Shareef Abdur-Rahim,29,72,1961,17.2,0.588,6.2,1.4,0.525,0.784,357,149,48,42,887,12.319444444444445,4.958333333333333,2.0694444444444446,0.6666666666666666,0.5833333333333334,0
2006,Alex Acker,23,5,35,-2.4,0.281,-0.2,-0.1,0.25,,5,4,1,0,9,1.8,1,0.8,0.2,0,0
2006,Malik Allen,27,54,701,11.5,0.504,1,-0.3,0.49,0.605,140,20,14,16,266,4.925925925925926,2.5925925925925926,0.37037037037037035,0.25925925925925924,0.2962962962962963,0
2006,Ray Allen,30,78,3022,22.2,0.59,9.5,4.2,0.45399999999999996,0.903,332,286,105,16,1955,25.064102564102566,4.256410256410256,3.6666666666666665,1.3461538461538463,0.20512820512820512,0
2006,Tony Allen,24,51,978,12.9,0.5539999999999999,1.7,0.2,0.47100000000000003,0.746,111,67,51,18,369,7.235294117647059,2.176470588235294,1.3137254901960784,1,0.35294117647058826,0
2006,Rafer Alston,29,63,2431,12.6,0.475,3.4,1.7,0.379,0.6920000000000001,255,425,101,15,761,12.079365079365079,4.0476190476190474,6.746031746031746,1.6031746031746033,0.23809523809523808,0
2006,Chris Andersen,27,32,570,14.1,0.562,1.3,0.1,0.5710000000000001,0.47600000000000003,155,6,8,41,161,5.03125,4.84375,0.1875,0.25,1.28125,0
2006,Alan Anderson,23,36,564,10.4,0.52,0.4,-0.2,0.414,0.805,70,32,11,4,207,5.75,1.9444444444444444,0.8888888888888888,0.3055555555555556,0.1111111111111111,0
2006,Derek Anderson,31,43,1047,10.8,0.496,1.6,0.1,0.35600000000000004,0.838,143,101,23,6,349,8.116279069767442,3.3255813953488373,2.3488372093023258,0.5348837209302325,0.13953488372093023,0
2006,Derek Anderson,31,20,582,12.5,0.527,1,0.2,0.39299999999999996,0.836,83,53,15,4,216,10.8,4.15,2.65,0.75,0.2,0
2006,Derek Anderson,31,23,465,8.7,0.45299999999999996,0.6,-0.1,0.308,0.8420000000000001,60,48,8,2,133,5.782608695652174,2.608695652173913,2.0869565217391304,0.34782608695652173,0.08695652173913043,0
2006,Shandon Anderson,32,48,638,6.2,0.47,0.5,-0.2,0.429,0.722,81,30,17,6,126,2.625,1.6875,0.625,0.3541666666666667,0.125,0
2006,Martynas Andriuskevicius,19,6,9,15.5,0,0,0,0,,4,0,2,0,0,0,0.6666666666666666,0,0.3333333333333333,0,0
2006,Carmelo Anthony,21,80,2941,22,0.563,9.4,2.6,0.48100000000000004,0.8079999999999999,394,216,88,42,2122,26.525,4.925,2.7,1.1,0.525,0
2006,Rafael Araujo,25,52,601,4.5,0.385,-0.8,-0.8,0.366,0.536,144,15,24,6,121,2.326923076923077,2.769230769230769,0.28846153846153844,0.46153846153846156,0.11538461538461539,0
2006,Gilbert Arenas,24,80,3384,23.8,0.581,13.6,6.4,0.447,0.82,280,484,161,25,2346,29.325,3.5,6.05,2.0125,0.3125,0
2006,Trevor Ariza,20,57,999,11.8,0.46799999999999997,0.9,0.4,0.41200000000000003,0.606,218,61,57,11,264,4.631578947368421,3.824561403508772,1.0701754385964912,1,0.19298245614035087,0
2006,Trevor Ariza,20,36,709,10.2,0.45899999999999996,0.3,0.3,0.418,0.545,137,46,43,9,165,4.583333333333333,3.8055555555555554,1.2777777777777777,1.1944444444444444,0.25,0
2006,Trevor Ariza,20,21,290,15.8,0.485,0.6,0,0.4,0.7,81,15,14,2,99,4.714285714285714,3.857142857142857,0.7142857142857143,0.6666666666666666,0.09523809523809523,0
2006,Darrell Armstrong,37,62,622,7.3,0.444,0,-0.1,0.336,0.7859999999999999,81,86,27,3,130,2.096774193548387,1.3064516129032258,1.3870967741935485,0.43548387096774194,0.04838709677419355,0
2006,Carlos Arroyo,26,77,1194,15.6,0.512,2.7,-0.1,0.444,0.774,130,232,38,4,449,5.8311688311688314,1.6883116883116882,3.012987012987013,0.4935064935064935,0.05194805194805195,0
2006,Carlos Arroyo,26,50,600,12.5,0.433,1,-0.3,0.363,0.7240000000000001,70,155,19,3,158,3.16,1.4,3.1,0.38,0.06,0
2006,Carlos Arroyo,26,27,594,18.8,0.569,1.7,0.2,0.502,0.81,60,77,19,1,291,10.777777777777779,2.2222222222222223,2.8518518518518516,0.7037037037037037,0.037037037037037035,0
2006,Chucky Atkins,31,71,1713,12.9,0.526,3.6,0.2,0.39399999999999996,0.7909999999999999,120,198,43,2,678,9.549295774647888,1.6901408450704225,2.788732394366197,0.6056338028169014,0.028169014084507043,0
2006,Chucky Atkins,31,28,552,10.4,0.498,0.6,-0.1,0.379,0.71,45,69,14,0,187,6.678571428571429,1.6071428571428572,2.4642857142857144,0.5,0,0
2006,Chucky Atkins,31,43,1161,14.1,0.537,2.9,0.3,0.401,0.8109999999999999,75,129,29,2,491,11.418604651162791,1.744186046511628,3,0.6744186046511628,0.046511627906976744,0
2006,Stacey Augmon,37,36,385,7.6,0.41200000000000003,0.3,-0.1,0.342,0.7,53,23,12,6,71,1.9722222222222223,1.4722222222222223,0.6388888888888888,0.3333333333333333,0.16666666666666666,0
2006,Vin Baker,34,8,85,11.2,0.589,0.1,0,0.467,0.722,19,4,4,4,27,3.375,2.375,0.5,0.5,0.5,0
2006,Marcus Banks,24,58,1497,13.6,0.5429999999999999,2.3,0.1,0.46799999999999997,0.8029999999999999,135,220,54,11,578,9.96551724137931,2.3275862068965516,3.793103448275862,0.9310344827586207,0.1896551724137931,0
2006,Marcus Banks,24,18,269,9.4,0.531,0.2,-0.3,0.413,0.9,19,32,7,0,99,5.5,1.0555555555555556,1.7777777777777777,0.3888888888888889,0,0
2006,Marcus Banks,24,40,1228,14.5,0.545,2.1,0.4,0.479,0.778,116,188,47,11,479,11.975,2.9,4.7,1.175,0.275,0
2006,Leandro Barbosa,23,57,1592,15.1,0.589,3.8,0.9,0.48100000000000004,0.755,150,158,48,6,744,13.052631578947368,2.6315789473684212,2.7719298245614037,0.8421052631578947,0.10526315789473684,0
2006,Matt Barnes,25,56,631,10.7,0.545,1,-0.1,0.5,0.6809999999999999,121,28,20,7,175,3.125,2.1607142857142856,0.5,0.35714285714285715,0.125,0
2006,Matt Barnes,25,6,93,9.8,0.409,0,0,0.36700000000000005,0.75,24,6,4,0,26,4.333333333333333,4,1,0.6666666666666666,0,0
2006,Matt Barnes,25,50,538,10.8,0.578,1,-0.1,0.536,0.674,97,22,16,7,149,2.98,1.94,0.44,0.32,0.14,0
2006,Andre Barrett,23,19,282,11.3,0.39799999999999996,-0.1,-0.3,0.365,0.75,25,52,10,0,87,4.578947368421052,1.3157894736842106,2.736842105263158,0.5263157894736842,0,0
2006,Andre Barrett,23,2,21,14.1,0.541,0,0,0.429,1,3,2,0,0,9,4.5,1.5,1,0,0,0
2006,Andre Barrett,23,17,261,11,0.386,-0.2,-0.2,0.361,0.667,22,50,10,0,78,4.588235294117647,1.2941176470588236,2.9411764705882355,0.5882352941176471,0,0
2006,Earl Barron,24,8,45,-2.8,0.366,-0.2,-0.2,0.313,0.75,10,0,0,0,13,1.625,1.25,0,0,0,0
2006,Brent Barry,34,74,1259,14.8,0.581,4.3,1.5,0.452,0.6609999999999999,159,123,39,27,431,5.824324324324325,2.1486486486486487,1.662162162162162,0.527027027027027,0.36486486486486486,0
2006,Jon Barry,36,20,342,8.5,0.5529999999999999,0.4,-0.1,0.385,0.828,31,26,13,1,86,4.3,1.55,1.3,0.65,0.05,0
2006,Eddie Basden,22,19,141,10.3,0.47100000000000003,0.2,0,0.405,0.8,28,8,9,2,39,2.0526315789473686,1.4736842105263157,0.42105263157894735,0.47368421052631576,0.10526315789473684,0
2006,Brandon Bass,20,29,268,9.1,0.434,0.1,-0.4,0.4,0.632,68,3,3,7,68,2.3448275862068964,2.3448275862068964,0.10344827586206896,0.10344827586206896,0.2413793103448276,0
2006,Esteban Batista,22,57,495,7.1,0.489,0.1,-0.6,0.425,0.623,144,7,15,11,101,1.7719298245614035,2.526315789473684,0.12280701754385964,0.2631578947368421,0.19298245614035087,0
2006,Tony Battie,29,82,2215,12.2,0.531,3.8,0.4,0.507,0.664,457,49,46,69,649,7.914634146341464,5.573170731707317,0.5975609756097561,0.5609756097560976,0.8414634146341463,0
2006,Shane Battier,27,81,2839,14.7,0.574,9.1,4.3,0.488,0.7070000000000001,429,136,92,114,818,10.098765432098766,5.296296296296297,1.6790123456790123,1.1358024691358024,1.4074074074074074,0
2006,Lonny Baxter,27,41,400,11.9,0.494,0.7,-0.4,0.433,0.8,117,4,11,8,118,2.8780487804878048,2.8536585365853657,0.0975609756097561,0.2682926829268293,0.1951219512195122,0
2006,Lonny Baxter,27,23,281,13.1,0.51,0.7,-0.2,0.45799999999999996,0.8420000000000001,84,2,9,7,82,3.5652173913043477,3.652173913043478,0.08695652173913043,0.391304347826087,0.30434782608695654,0
2006,Lonny Baxter,27,18,119,9.2,0.461,0,-0.2,0.375,0.75,33,2,2,1,36,2,1.8333333333333333,0.1111111111111111,0.1111111111111111,0.05555555555555555,0
2006,Charlie Bell,26,59,1283,14.7,0.55,3.3,0.9,0.439,0.708,120,130,59,5,494,8.372881355932204,2.0338983050847457,2.2033898305084745,1,0.0847457627118644,0
2006,Raja Bell,29,79,2959,12.9,0.584,6.8,2.8,0.457,0.7879999999999999,253,207,76,22,1162,14.708860759493671,3.2025316455696204,2.6202531645569622,0.9620253164556962,0.27848101265822783,0
2006,Jonathan Bender,25,2,21,26.4,0.85,0.2,0,0.8,1,4,2,0,1,10,5,2,1,0,0.5,0
2006,Mike Bibby,27,82,3167,17.9,0.5539999999999999,8.4,2.4,0.43200000000000005,0.8490000000000001,240,444,82,10,1728,21.073170731707318,2.926829268292683,5.414634146341464,1,0.12195121951219512,0
2006,Andris Biedrins,19,68,1000,13.6,0.595,2.9,0.6,0.638,0.306,283,24,23,47,258,3.7941176470588234,4.161764705882353,0.35294117647058826,0.3382352941176471,0.6911764705882353,0
2006,Chauncey Billups,29,81,2925,23.4,0.602,15.5,4.9,0.418,0.894,252,699,71,8,1495,18.45679012345679,3.111111111111111,8.62962962962963,0.8765432098765432,0.09876543209876543,0
2006,Steve Blake,25,68,1781,14.5,0.5489999999999999,2.8,0.1,0.43799999999999994,0.7909999999999999,146,306,42,5,560,8.235294117647058,2.1470588235294117,4.5,0.6176470588235294,0.07352941176470588,0
2006,Andray Blatche,19,29,175,10.1,0.45,0.1,-0.1,0.38799999999999996,0.833,38,10,5,7,65,2.2413793103448274,1.3103448275862069,0.3448275862068966,0.1724137931034483,0.2413793103448276,0
2006,Mark Blount,30,81,2240,12.1,0.5489999999999999,1.7,-0.9,0.508,0.757,365,99,40,76,914,11.283950617283951,4.506172839506172,1.2222222222222223,0.49382716049382713,0.9382716049382716,0
2006,Mark Blount,30,39,1083,12,0.556,0.2,-0.7,0.511,0.764,162,66,15,36,485,12.435897435897436,4.153846153846154,1.6923076923076923,0.38461538461538464,0.9230769230769231,0
2006,Mark Blount,30,42,1157,12.1,0.542,1.5,-0.2,0.506,0.747,203,33,25,40,429,10.214285714285714,4.833333333333333,0.7857142857142857,0.5952380952380952,0.9523809523809523,0
2006,Keith Bogans,25,72,1912,10.7,0.49700000000000005,2.3,0.4,0.395,0.6829999999999999,255,128,71,9,622,8.63888888888889,3.5416666666666665,1.7777777777777777,0.9861111111111112,0.125,0
2006,Keith Bogans,25,39,848,12.4,0.51,1.2,0.1,0.396,0.762,106,45,39,3,341,8.743589743589743,2.717948717948718,1.1538461538461537,1,0.07692307692307693,0
2006,Keith Bogans,25,33,1064,9.3,0.48200000000000004,1.2,0.3,0.395,0.58,149,83,32,6,281,8.515151515151516,4.515151515151516,2.515151515151515,0.9696969696969697,0.18181818181818182,0
2006,Andrew Bogut,21,82,2348,15.2,0.555,5.5,2.3,0.5329999999999999,0.629,573,192,49,68,768,9.365853658536585,6.987804878048781,2.341463414634146,0.5975609756097561,0.8292682926829268,0
2006,Matt Bonner,25,78,1710,13.7,0.5820000000000001,4.1,1.2,0.44799999999999995,0.8290000000000001,284,56,49,31,583,7.4743589743589745,3.641025641025641,0.717948717948718,0.6282051282051282,0.3974358974358974,0
2006,Calvin Booth,29,33,250,8.9,0.451,0.4,0,0.426,0.556,52,12,9,9,46,1.393939393939394,1.5757575757575757,0.36363636363636365,0.2727272727272727,0.2727272727272727,0
2006,Carlos Boozer,24,33,1025,21.4,0.585,3.5,1.2,0.5489999999999999,0.723,285,88,30,8,537,16.272727272727273,8.636363636363637,2.6666666666666665,0.9090909090909091,0.24242424242424243,0
2006,Chris Bosh,21,70,2751,23.2,0.585,9.8,3.1,0.505,0.816,647,181,50,79,1572,22.457142857142856,9.242857142857142,2.585714285714286,0.7142857142857143,1.1285714285714286,0
2006,Bruce Bowen,34,82,2755,9.1,0.54,6.2,2.7,0.433,0.607,320,126,79,30,619,7.548780487804878,3.902439024390244,1.5365853658536586,0.9634146341463414,0.36585365853658536,0
2006,Ryan Bowen,30,68,652,4,0.33799999999999997,0.2,-0.4,0.298,0.7859999999999999,88,24,21,6,88,1.2941176470588236,1.2941176470588236,0.35294117647058826,0.3088235294117647,0.08823529411764706,0
2006,Earl Boykins,29,60,1542,15.7,0.513,2.9,0,0.41,0.8740000000000001,81,230,48,4,756,12.6,1.35,3.8333333333333335,0.8,0.06666666666666667,0
2006,Michael Bradley,26,46,367,8.4,0.41700000000000004,0.1,-0.3,0.405,0.667,107,17,5,7,67,1.4565217391304348,2.3260869565217392,0.3695652173913043,0.10869565217391304,0.15217391304347827,0
2006,Elton Brand,26,79,3099,26.5,0.58,14.8,6.5,0.527,0.775,790,208,81,201,1953,24.72151898734177,10,2.632911392405063,1.0253164556962024,2.5443037974683542,0
2006,Primoz Brezec,26,79,2165,15.3,0.552,4.6,-0.5,0.517,0.732,440,45,19,32,982,12.430379746835444,5.569620253164557,0.569620253164557,0.24050632911392406,0.4050632911392405,0
2006,Devin Brown,27,81,1711,10.3,0.493,1.4,-0.7,0.39299999999999996,0.745,207,104,44,14,611,7.54320987654321,2.5555555555555554,1.2839506172839505,0.5432098765432098,0.1728395061728395,0
2006,Kwame Brown,23,72,1978,11.7,0.545,3.6,0.2,0.526,0.545,473,72,27,46,536,7.444444444444445,6.569444444444445,1,0.375,0.6388888888888888,0
2006,P.J. Brown,36,75,2380,12.7,0.515,4.4,1,0.461,0.8270000000000001,547,90,46,50,677,9.026666666666667,7.293333333333333,1.2,0.6133333333333333,0.6666666666666666,0
2006,Rick Brunson,33,27,246,6.3,0.455,-0.1,-0.3,0.389,0.583,22,35,8,1,54,2,0.8148148148148148,1.2962962962962963,0.2962962962962963,0.037037037037037035,0
2006,Rick Brunson,33,4,31,7.8,0.625,0,-0.1,0.625,,2,2,0,0,10,2.5,0.5,0.5,0,0,0
2006,Rick Brunson,33,23,215,6.1,0.429,-0.1,-0.3,0.348,0.583,20,33,8,1,44,1.9130434782608696,0.8695652173913043,1.434782608695652,0.34782608695652173,0.043478260869565216,0
2006,Kobe Bryant,27,80,3277,28,0.5589999999999999,15.3,6.5,0.45,0.85,425,360,147,30,2832,35.4,5.3125,4.5,1.8375,0.375,0
2006,Greg Buckner,29,73,1758,11.4,0.556,3.8,1.6,0.434,0.782,209,127,87,20,491,6.726027397260274,2.863013698630137,1.7397260273972603,1.1917808219178083,0.273972602739726,0
2006,Pat Burke,32,42,346,9.9,0.517,0.1,-0.3,0.496,0.619,73,16,6,13,141,3.357142857142857,1.7380952380952381,0.38095238095238093,0.14285714285714285,0.30952380952380953,0
2006,Antonio Burks,25,57,570,5.1,0.36700000000000005,-0.4,-0.9,0.354,0.435,37,76,20,0,113,1.9824561403508771,0.6491228070175439,1.3333333333333333,0.3508771929824561,0,0
2006,Kevin Burleson,26,39,340,5.1,0.36700000000000005,-0.2,-0.2,0.25,0.941,26,48,26,2,70,1.794871794871795,0.6666666666666666,1.2307692307692308,0.6666666666666666,0.05128205128205128,0
2006,Caron Butler,25,75,2708,17,0.535,6.3,1.9,0.455,0.87,466,186,127,18,1318,17.573333333333334,6.213333333333333,2.48,1.6933333333333334,0.24,0
2006,Jackie Butler,20,55,740,14.8,0.5870000000000001,1.2,0.1,0.544,0.753,183,25,17,31,292,5.3090909090909095,3.327272727272727,0.45454545454545453,0.3090909090909091,0.5636363636363636,0
2006,Rasual Butler,26,79,1875,10.8,0.501,1.7,-0.4,0.406,0.693,232,40,33,45,685,8.670886075949367,2.9367088607594938,0.5063291139240507,0.4177215189873418,0.569620253164557,0
2006,Andrew Bynum,18,46,338,7.4,0.39399999999999996,0.1,-0.3,0.402,0.29600000000000004,80,9,4,22,74,1.608695652173913,1.7391304347826086,0.1956521739130435,0.08695652173913043,0.4782608695652174,0
2006,Will Bynum,23,15,162,8.7,0.457,-0.1,-0.2,0.40399999999999997,0.625,12,19,7,0,54,3.6,0.8,1.2666666666666666,0.4666666666666667,0,0
2006,Zarko Cabarkapa,24,61,505,9.9,0.47200000000000003,0.3,-0.5,0.385,0.7140000000000001,111,20,13,7,199,3.262295081967213,1.819672131147541,0.32786885245901637,0.21311475409836064,0.11475409836065574,0
2006,Jose Calderon,24,64,1487,11.4,0.495,0.9,-0.7,0.423,0.848,141,288,42,4,349,5.453125,2.203125,4.5,0.65625,0.0625,0
2006,Marcus Camby,31,56,1857,19.9,0.499,5.5,2.7,0.465,0.7120000000000001,668,115,79,184,716,12.785714285714286,11.928571428571429,2.0535714285714284,1.4107142857142858,3.2857142857142856,0
2006,Brian Cardinal,28,36,402,10,0.505,0.6,0,0.414,0.7040000000000001,55,33,23,0,124,3.4444444444444446,1.5277777777777777,0.9166666666666666,0.6388888888888888,0,0
2006,Matt Carroll,25,78,1275,13.9,0.54,2.6,-0.2,0.40299999999999997,0.821,157,35,47,11,594,7.615384615384615,2.0128205128205128,0.44871794871794873,0.6025641025641025,0.14102564102564102,0
2006,Anthony Carter,30,45,589,10.6,0.465,0.6,-0.3,0.387,0.727,62,101,24,9,150,3.3333333333333335,1.3777777777777778,2.2444444444444445,0.5333333333333333,0.2,0
2006,Vince Carter,29,79,2906,21.6,0.536,9.3,4.7,0.43,0.799,462,338,94,53,1911,24.189873417721518,5.848101265822785,4.2784810126582276,1.1898734177215189,0.6708860759493671,0
2006,Sam Cassell,36,78,2653,18.5,0.534,7.6,2.5,0.44299999999999995,0.863,287,491,74,11,1345,17.243589743589745,3.6794871794871793,6.294871794871795,0.9487179487179487,0.14102564102564102,0
2006,Kelvin Cato,31,27,333,9.3,0.493,0.3,-0.4,0.429,0.743,70,4,6,12,98,3.6296296296296298,2.5925925925925926,0.14814814814814814,0.2222222222222222,0.4444444444444444,0
2006,Kelvin Cato,31,23,299,9.4,0.503,0.3,-0.3,0.431,0.743,63,2,6,10,88,3.8260869565217392,2.739130434782609,0.08695652173913043,0.2608695652173913,0.43478260869565216,0
2006,Kelvin Cato,31,4,34,7.7,0.41700000000000004,0,0,0.41700000000000004,,7,2,0,2,10,2.5,1.75,0.5,0,0.5,0
2006,Tyson Chandler,23,79,2121,12.2,0.5670000000000001,5.4,2.2,0.565,0.503,714,81,41,104,417,5.2784810126582276,9.037974683544304,1.0253164556962024,0.5189873417721519,1.3164556962025316,0
2006,Calbert Cheaney,34,42,448,6,0.41200000000000003,0,-0.4,0.389,1,61,19,13,2,92,2.1904761904761907,1.4523809523809523,0.4523809523809524,0.30952380952380953,0.047619047619047616,0
2006,Josh Childress,22,74,2249,15.8,0.626,5.7,2,0.552,0.7659999999999999,387,131,86,39,742,10.027027027027026,5.22972972972973,1.7702702702702702,1.162162162162162,0.527027027027027,0
2006,Doug Christie,35,7,185,6.8,0.41600000000000004,0.1,0,0.34600000000000003,0.667,13,14,9,1,26,3.7142857142857144,1.8571428571428572,2,1.2857142857142858,0.14285714285714285,0
2006,Speedy Claxton,27,71,2019,16.1,0.49700000000000005,3,1,0.413,0.769,193,339,108,6,871,12.267605633802816,2.7183098591549295,4.774647887323944,1.5211267605633803,0.08450704225352113,0
2006,Mateen Cleaves,28,27,230,9.1,0.44799999999999995,0,-0.4,0.35200000000000004,0.792,14,42,3,2,73,2.7037037037037037,0.5185185185185185,1.5555555555555556,0.1111111111111111,0.07407407407407407,0
2006,Jarron Collins,27,79,1730,11,0.551,3.9,0.6,0.461,0.7170000000000001,333,97,36,27,415,5.253164556962025,4.215189873417722,1.2278481012658229,0.45569620253164556,0.34177215189873417,0
2006,Jason Collins,27,71,1895,5.5,0.425,2,0,0.397,0.512,342,70,46,40,255,3.591549295774648,4.816901408450704,0.9859154929577465,0.647887323943662,0.5633802816901409,0
2006,Nick Collison,25,66,1448,14,0.556,2.3,0.3,0.525,0.6990000000000001,368,74,21,35,493,7.46969696969697,5.575757575757576,1.121212121212121,0.3181818181818182,0.5303030303030303,0
2006,Brian Cook,25,81,1535,15.6,0.578,4.5,0.5,0.511,0.8320000000000001,274,74,37,32,642,7.925925925925926,3.382716049382716,0.9135802469135802,0.4567901234567901,0.3950617283950617,0
2006,Jamal Crawford,25,79,2555,15.5,0.544,4.5,1.7,0.41600000000000004,0.826,248,301,87,15,1128,14.278481012658228,3.1392405063291138,3.810126582278481,1.1012658227848102,0.189873417721519,0
2006,Austin Croshere,30,50,1148,15.2,0.618,4.1,1.2,0.46299999999999997,0.882,265,62,22,7,408,8.16,5.3,1.24,0.44,0.14,0
2006,Eddy Curry,23,72,1865,17,0.604,3.3,-1,0.563,0.632,432,19,28,56,979,13.597222222222221,6,0.2638888888888889,0.3888888888888889,0.7777777777777778,0
2006,Samuel Dalembert,24,66,1761,14.2,0.568,3.6,0.2,0.531,0.705,541,25,34,160,485,7.348484848484849,8.196969696969697,0.3787878787878788,0.5151515151515151,2.4242424242424243,0
2006,Erick Dampier,30,82,1934,13.9,0.531,4.8,1.4,0.493,0.591,640,51,27,106,469,5.719512195121951,7.804878048780488,0.6219512195121951,0.32926829268292684,1.2926829268292683,0
2006,Antonio Daniels,30,80,2283,13.7,0.55,5.3,0.3,0.418,0.845,172,284,52,8,767,9.5875,2.15,3.55,0.65,0.1,0
2006,Marquis Daniels,25,62,1766,14.9,0.535,4.2,1.5,0.48,0.754,224,172,67,13,634,10.225806451612904,3.6129032258064515,2.774193548387097,1.0806451612903225,0.20967741935483872,0
2006,Antonio Davis,37,44,940,8.3,0.479,0.3,-0.4,0.43200000000000005,0.642,208,21,23,10,216,4.909090909090909,4.7272727272727275,0.4772727272727273,0.5227272727272727,0.22727272727272727,0
2006,Antonio Davis,37,36,749,8.9,0.48700000000000004,0.4,-0.2,0.428,0.738,172,14,20,9,181,5.027777777777778,4.777777777777778,0.3888888888888889,0.5555555555555556,0.25,0
2006,Antonio Davis,37,8,191,5.9,0.44,0,-0.1,0.452,0.35,36,7,3,1,35,4.375,4.5,0.875,0.375,0.125,0
2006,Baron Davis,26,54,1971,18.3,0.489,4.4,2.6,0.389,0.675,236,480,89,14,967,17.90740740740741,4.37037037037037,8.88888888888889,1.6481481481481481,0.25925925925925924,0
2006,Dale Davis,36,28,178,9.9,0.425,0.4,0,0.375,0.5329999999999999,53,6,0,9,26,0.9285714285714286,1.8928571428571428,0.21428571428571427,0,0.32142857142857145,0
2006,Josh Davis,25,6,17,13.6,0.361,0,0,0.28600000000000003,0.667,4,1,2,0,6,1,0.6666666666666666,0.16666666666666666,0.3333333333333333,0,0
2006,Josh Davis,25,4,12,5.2,0.25,0,0,0.25,,3,1,1,0,2,0.5,0.75,0.25,0.25,0,0
2006,Josh Davis,25,1,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
2006,Josh Davis,25,1,5,33.7,0.46299999999999997,0,0,0.33299999999999996,0.667,1,0,1,0,4,4,1,0,1,0,0
2006,Ricky Davis,26,78,3207,15.6,0.521,5,1.6,0.44799999999999995,0.797,351,394,91,17,1516,19.435897435897434,4.5,5.051282051282051,1.1666666666666667,0.21794871794871795,0
2006,Ricky Davis,26,42,1747,16,0.529,2.9,0.9,0.46399999999999997,0.787,187,221,49,9,827,19.69047619047619,4.4523809523809526,5.261904761904762,1.1666666666666667,0.21428571428571427,0
2006,Ricky Davis,26,36,1460,15.2,0.511,2.1,0.7,0.429,0.807,164,173,42,8,689,19.13888888888889,4.555555555555555,4.805555555555555,1.1666666666666667,0.2222222222222222,0
2006,Carlos Delfino,23,68,726,10.6,0.483,1,-0.2,0.40299999999999997,0.672,113,44,21,15,247,3.6323529411764706,1.661764705882353,0.6470588235294118,0.3088235294117647,0.22058823529411764,0
2006,Tony Delk,32,24,385,16.1,0.526,0.9,0.1,0.441,0.741,53,33,13,1,182,7.583333333333333,2.2083333333333335,1.375,0.5416666666666666,0.041666666666666664,0
2006,Tony Delk,32,1,7,16.1,0.532,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0
2006,Tony Delk,32,23,378,16.1,0.526,0.9,0.1,0.444,0.72,51,33,13,1,180,7.826086956521739,2.217391304347826,1.434782608695652,0.5652173913043478,0.043478260869565216,0
2006,Luol Deng,20,78,2604,15.8,0.517,6.5,1.9,0.46299999999999997,0.75,516,147,72,50,1112,14.256410256410257,6.615384615384615,1.8846153846153846,0.9230769230769231,0.6410256410256411,0
2006,Boris Diaw,23,81,2874,17.3,0.564,8.9,3.7,0.526,0.731,558,503,58,85,1080,13.333333333333334,6.888888888888889,6.209876543209877,0.7160493827160493,1.0493827160493827,0
2006,Dan Dickau,27,19,234,10.4,0.575,0.4,-0.1,0.37,1,16,40,11,1,62,3.263157894736842,0.8421052631578947,2.1052631578947367,0.5789473684210527,0.05263157894736842,0
2006,Travis Diener,23,23,246,12.6,0.614,0.6,0.1,0.42,0.833,21,16,7,0,88,3.8260869565217392,0.9130434782608695,0.6956521739130435,0.30434782608695654,0,0
2006,Ike Diogu,22,69,1031,15.8,0.596,2.6,-0.3,0.524,0.81,229,29,15,30,486,7.043478260869565,3.318840579710145,0.42028985507246375,0.21739130434782608,0.43478260869565216,0
2006,DeSagana Diop,24,81,1510,11.5,0.512,4.1,2.1,0.48700000000000004,0.542,374,23,44,146,190,2.345679012345679,4.617283950617284,0.2839506172839506,0.5432098765432098,1.8024691358024691,0
2006,Juan Dixon,27,76,1920,14.6,0.516,1.2,-0.5,0.435,0.804,177,149,58,6,935,12.302631578947368,2.3289473684210527,1.9605263157894737,0.7631578947368421,0.07894736842105263,0
2006,Michael Doleac,28,31,371,9.9,0.484,0.6,-0.2,0.42,0.8,85,8,10,7,98,3.161290322580645,2.7419354838709675,0.25806451612903225,0.3225806451612903,0.22580645161290322,0
2006,Keyon Dooling,25,50,1137,12.6,0.513,1.1,-0.4,0.44,0.835,78,109,49,4,470,9.4,1.56,2.18,0.98,0.08,0
2006,Chris Duhon,23,74,2155,12.9,0.5379999999999999,5.2,1.6,0.4,0.818,220,373,70,3,647,8.743243243243244,2.972972972972973,5.04054054054054,0.9459459459459459,0.04054054054054054,0
2006,Tim Duncan,29,80,2784,23.1,0.523,10.8,4.6,0.484,0.629,881,253,70,162,1485,18.5625,11.0125,3.1625,0.875,2.025,0
2006,Mike Dunleavy,25,81,2578,12.5,0.503,4.2,1.1,0.406,0.778,399,237,60,32,932,11.506172839506172,4.925925925925926,2.925925925925926,0.7407407407407407,0.3950617283950617,0
2006,Ronald Dupree,25,36,265,10.4,0.494,0.3,-0.1,0.524,0.341,49,14,12,0,80,2.2222222222222223,1.3611111111111112,0.3888888888888889,0.3333333333333333,0,0
2006,John Edwards,24,40,296,6.4,0.508,0.2,-0.3,0.484,0.727,48,5,3,15,70,1.75,1.2,0.125,0.075,0.375,0
