Year,Player,Age,G,MP,PER,TS%,WS,VORP,FG%,FT%,TRB,AST,STL,BLK,PTS,PPG,RPG,APG,SPG,BPG,MVP
1985,Leo Rautins,24,4,12,-1.8,0,0,0,0,,2,3,0,0,0,0,0.5,0.75,0,0,0
1985,Robert Reid,29,82,1763,11.8,0.507,3,0.2,0.48100000000000004,0.698,273,171,48,22,713,8.695121951219512,3.3292682926829267,2.0853658536585367,0.5853658536585366,0.2682926829268293,0
1985,Clint Richardson,28,74,1531,9.1,0.5,1.8,0,0.45299999999999996,0.8540000000000001,155,157,37,15,443,5.986486486486487,2.0945945945945947,2.1216216216216215,0.5,0.20270270270270271,0
1985,Micheal Ray,29,82,3127,19.8,0.513,8.7,5.6,0.469,0.767,457,669,243,22,1649,20.109756097560975,5.573170731707317,8.158536585365853,2.9634146341463414,0.2682926829268293,0
1985,Doc Rivers,23,69,2126,18.1,0.561,6.3,3.2,0.47600000000000003,0.77,214,410,163,53,974,14.115942028985508,3.101449275362319,5.942028985507246,2.36231884057971,0.7681159420289855,0
1985,Fred Roberts,24,74,1178,13.5,0.569,2.6,0.1,0.498,0.8240000000000001,186,87,28,22,567,7.662162162162162,2.5135135135135136,1.1756756756756757,0.3783783783783784,0.2972972972972973,0
1985,Fred Roberts,24,22,305,9.7,0.51,0.3,-0.1,0.449,0.763,35,22,10,12,117,5.318181818181818,1.5909090909090908,1,0.45454545454545453,0.5454545454545454,0
1985,Fred Roberts,24,52,873,14.8,0.5870000000000001,2.3,0.3,0.513,0.84,151,65,18,10,450,8.653846153846153,2.9038461538461537,1.25,0.34615384615384615,0.19230769230769232,0
1985,Alvin Robertson,22,79,1685,15.3,0.5379999999999999,3.1,1.7,0.498,0.7340000000000001,265,275,127,24,726,9.189873417721518,3.3544303797468356,3.481012658227848,1.6075949367088607,0.3037974683544304,0
1985,Rick Robey,29,4,48,-2.6,0.253,-0.2,-0.1,0.222,0.5,8,5,2,0,5,1.25,2,1.25,0.5,0,0
1985,Cliff Robinson,24,60,1870,16.4,0.507,2.9,0.6,0.47100000000000003,0.742,546,149,51,47,1003,16.716666666666665,9.1,2.4833333333333334,0.85,0.7833333333333333,0
1985,Truck Robinson,33,2,35,7.3,0.34,-0.1,0,0.4,0,9,3,2,3,4,2,4.5,1.5,1,1.5,0
1985,Tree Rollins,29,70,1750,12.3,0.578,3.8,1.5,0.5489999999999999,0.72,442,52,35,167,439,6.271428571428571,6.314285714285714,0.7428571428571429,0.5,2.3857142857142857,0
1985,Lorenzo Romar,26,9,51,3.9,0.302,-0.1,-0.2,0.188,1,0,12,4,0,11,1.2222222222222223,0,1.3333333333333333,0.4444444444444444,0,0
1985,Lorenzo Romar,26,4,16,-7.6,0.125,-0.1,-0.1,0.125,,0,2,0,0,2,0.5,0,0.5,0,0,0
1985,Lorenzo Romar,26,5,35,9.1,0.441,0,-0.1,0.25,1,0,10,4,0,9,1.8,0,2,0.8,0,0
1985,Dan Roundfield,31,56,1492,13.9,0.524,2.7,0.8,0.467,0.7809999999999999,453,102,26,54,611,10.910714285714286,8.089285714285714,1.8214285714285714,0.4642857142857143,0.9642857142857143,0
1985,Jeff Ruland,26,37,1436,17,0.617,3.3,1.6,0.569,0.685,410,162,31,27,700,18.91891891891892,11.08108108108108,4.378378378378378,0.8378378378378378,0.7297297297297297,0
1985,Campy Russell,33,3,24,-2.6,0.361,-0.1,-0.1,0.28600000000000003,0.667,5,3,0,0,6,2,1.6666666666666667,1,0,0,0
1985,Walker Russell,24,21,377,9,0.589,0.2,-0.1,0.54,0.8240000000000001,40,66,17,4,83,3.9523809523809526,1.9047619047619047,3.142857142857143,0.8095238095238095,0.19047619047619047,0
1985,Ralph Sampson*,24,82,3086,17.4,0.5329999999999999,6.2,2.1,0.502,0.6759999999999999,853,224,81,168,1809,22.0609756097561,10.402439024390244,2.731707317073171,0.9878048780487805,2.048780487804878,0
1985,Mike Sanders,24,21,418,15,0.535,0.8,0.2,0.486,0.763,89,29,23,4,215,10.238095238095237,4.238095238095238,1.380952380952381,1.0952380952380953,0.19047619047619047,0
1985,Wayne Sappleton,24,33,298,7.7,0.47100000000000003,0.1,-0.4,0.47100000000000003,0.41200000000000003,75,7,7,4,96,2.909090909090909,2.272727272727273,0.21212121212121213,0.21212121212121213,0.12121212121212122,0
1985,Danny Schayes,25,56,542,12.8,0.58,1.2,0.1,0.465,0.8140000000000001,144,38,20,25,199,3.5535714285714284,2.5714285714285716,0.6785714285714286,0.35714285714285715,0.44642857142857145,0
1985,Tom Scheffler,30,39,268,6.9,0.435,0.2,-0.2,0.41200000000000003,0.5,76,11,8,11,52,1.3333333333333333,1.9487179487179487,0.28205128205128205,0.20512820512820512,0.28205128205128205,0
1985,John Schweitz,24,19,110,5.8,0.364,-0.4,-0.2,0.33799999999999997,0.7,21,18,0,1,57,3,1.105263157894737,0.9473684210526315,0,0.05263157894736842,0
1985,Alvin Scott,29,77,1238,8,0.473,1.2,-0.2,0.429,0.716,161,127,39,25,276,3.5844155844155843,2.090909090909091,1.6493506493506493,0.5064935064935064,0.3246753246753247,0
1985,Byron Scott,23,81,2305,16.8,0.5870000000000001,6.9,1.7,0.539,0.82,210,244,100,17,1295,15.987654320987655,2.5925925925925926,3.0123456790123457,1.2345679012345678,0.20987654320987653,0
1985,Tom Sewell,22,21,87,-2.7,0.265,-0.4,-0.2,0.25,0.5,4,6,3,1,20,0.9523809523809523,0.19047619047619047,0.2857142857142857,0.14285714285714285,0.047619047619047616,0
1985,Lonnie Shelton,29,57,1244,9,0.462,0.9,0.3,0.435,0.662,267,96,44,18,367,6.43859649122807,4.684210526315789,1.6842105263157894,0.7719298245614035,0.3157894736842105,0
